0,1,celltype,batch
13.024618,-0.9252655,alpha,celseq2
11.717471,-0.99418133,alpha,celseq2
12.731225,-0.39816526,alpha,celseq2
11.743872,-0.5653259,alpha,celseq2
12.404499,-0.4768176,alpha,celseq2
12.497483,-0.69669855,alpha,celseq2
12.673502,-0.40705946,alpha,celseq2
11.382578,-0.46369904,alpha,celseq2
12.718672,-0.20764324,alpha,celseq2
11.314249,-1.0622206,alpha,celseq2
10.830777,-1.6650025,alpha,celseq2
10.452012,-1.5725981,alpha,celseq2
10.767688,-1.2227561,alpha,celseq2
10.529983,-1.4165822,alpha,celseq2
10.323035,-1.2277539,alpha,celseq2
9.793128,-1.357824,alpha,celseq2
9.304379,-0.82231826,alpha,celseq2
10.179278,-1.3552027,alpha,celseq2
10.744725,-1.5082133,alpha,celseq2
10.0750065,-1.2616911,alpha,celseq2
10.883801,-1.7478992,alpha,celseq2
10.3872175,-1.4841887,alpha,celseq2
11.301916,-1.5771033,alpha,celseq2
10.375436,-1.2914356,alpha,celseq2
11.887591,-1.3723869,alpha,celseq2
10.278192,-1.5272067,alpha,celseq2
10.9369,-1.2016257,alpha,celseq2
10.362172,-1.5870894,alpha,celseq2
11.491117,-1.5542215,alpha,celseq2
11.29043,-1.6328789,alpha,celseq2
11.777702,-1.4716196,alpha,celseq2
10.96644,-1.6410178,alpha,celseq2
10.511921,-1.5557241,alpha,celseq2
11.851047,-1.6497426,alpha,celseq2
12.450721,-1.0398898,alpha,celseq2
11.629959,-0.9563867,alpha,celseq2
12.7346735,0.44747698,alpha,celseq2
18.302906,-0.7231825,alpha,celseq2
8.559585,-0.8158491,alpha,celseq2
8.288407,0.8720111,alpha,celseq2
9.02465,0.24536255,alpha,celseq2
8.479424,-0.88980776,alpha,celseq2
8.463474,-0.27794233,alpha,celseq2
8.4202585,-0.5601979,alpha,celseq2
8.3904705,0.14381321,alpha,celseq2
6.5119276,2.6780567,alpha,celseq2
8.3802,0.111993834,alpha,celseq2
8.369489,-0.08029302,alpha,celseq2
8.4177475,-0.8640882,alpha,celseq2
8.391993,-0.69855267,alpha,celseq2
8.462226,-0.64389735,alpha,celseq2
8.586557,-0.47271514,alpha,celseq2
8.256939,-0.49695095,alpha,celseq2
8.700709,0.22896269,alpha,celseq2
8.626686,-0.93624485,alpha,celseq2
18.75477,-0.5584899,alpha,celseq2
8.543219,-0.2609302,alpha,celseq2
10.370899,3.8422637,alpha,celseq2
9.132457,2.7070153,alpha,celseq2
8.615336,-0.26914704,alpha,celseq2
8.596813,0.7461091,alpha,celseq2
8.879106,0.32386124,alpha,celseq2
8.4384165,-0.82436323,alpha,celseq2
5.7651687,0.237852,alpha,celseq2
8.548104,1.435899,alpha,celseq2
8.570972,0.2619491,alpha,celseq2
9.133888,1.679997,alpha,celseq2
8.603323,1.8742424,alpha,celseq2
8.69159,1.8638258,alpha,celseq2
8.242898,-0.019339232,alpha,celseq2
10.225691,2.6564395,alpha,celseq2
18.73751,-0.27397233,alpha,celseq2
8.737629,-1.0492898,alpha,celseq2
8.97906,-1.2863115,alpha,celseq2
9.60984,3.9708238,alpha,celseq2
10.173031,2.2063138,alpha,celseq2
9.6822815,2.6582487,alpha,celseq2
10.620963,3.8504853,alpha,celseq2
9.178144,1.315112,alpha,celseq2
9.941225,2.1304584,alpha,celseq2
9.974401,3.510193,alpha,celseq2
9.80835,3.0730207,alpha,celseq2
9.01218,-0.65562546,alpha,celseq2
9.594931,2.0504625,alpha,celseq2
9.443644,3.395521,alpha,celseq2
11.84639,11.5268345,alpha,celseq2
8.919483,-0.9535043,alpha,celseq2
9.7274475,3.747121,alpha,celseq2
9.277666,1.8176069,alpha,celseq2
3.4757018,-3.1042683,alpha,celseq2
10.5998,3.4579585,alpha,celseq2
10.138551,3.297885,alpha,celseq2
15.1367235,0.29394457,alpha,celseq2
10.038108,2.5605912,alpha,celseq2
10.349225,2.1227033,alpha,celseq2
9.879805,4.017,alpha,celseq2
9.78191,1.933296,alpha,celseq2
9.772537,2.8137493,alpha,celseq2
10.123777,2.5278196,alpha,celseq2
9.882058,3.2417147,alpha,celseq2
10.4839115,3.7946413,alpha,celseq2
8.960517,2.0626967,alpha,celseq2
9.891621,1.22271,alpha,celseq2
8.539343,1.897456,alpha,celseq2
8.94069,-0.86276454,alpha,celseq2
9.841922,2.254583,alpha,celseq2
9.3782425,3.3218796,alpha,celseq2
8.748483,1.9961286,alpha,celseq2
-6.7731137,8.758651,alpha,celseq2
9.922368,1.2815945,alpha,celseq2
9.150688,2.981356,alpha,celseq2
9.753488,2.6265929,alpha,celseq2
8.523593,-0.12927729,alpha,celseq2
9.802231,3.5571315,alpha,celseq2
9.096738,0.3092438,alpha,celseq2
9.648073,1.5611144,alpha,celseq2
8.554333,1.4120432,alpha,celseq2
9.360348,0.6344137,alpha,celseq2
9.702972,1.6021093,alpha,celseq2
8.857505,1.9704912,alpha,celseq2
9.057455,1.4886526,alpha,celseq2
8.83883,-0.05314742,alpha,celseq2
8.863352,2.644926,alpha,celseq2
9.559451,1.9066843,alpha,celseq2
9.00812,-0.07106718,alpha,celseq2
10.357737,2.8736823,alpha,celseq2
9.871219,2.2573695,alpha,celseq2
9.864548,2.537394,alpha,celseq2
9.732779,3.6766326,alpha,celseq2
9.970314,2.9813602,alpha,celseq2
9.942324,2.5291739,alpha,celseq2
10.001179,3.4349473,alpha,celseq2
18.840199,-0.41010985,alpha,celseq2
10.1229105,2.2653337,alpha,celseq2
9.629038,3.2313752,alpha,celseq2
9.807184,3.6319244,alpha,celseq2
10.0682,2.7992613,alpha,celseq2
10.252019,2.5117486,alpha,celseq2
18.999943,-0.47334972,alpha,celseq2
9.729242,2.8207147,alpha,celseq2
9.741521,3.3379743,alpha,celseq2
9.3592415,2.8829203,alpha,celseq2
10.04056,2.5807652,alpha,celseq2
10.029091,2.975661,alpha,celseq2
9.179589,0.52059186,alpha,celseq2
6.934547,1.401917,alpha,celseq2
8.744779,1.1438028,alpha,celseq2
9.43237,2.5105896,alpha,celseq2
9.174178,3.2232845,alpha,celseq2
10.0553055,2.2714334,alpha,celseq2
9.019174,3.5874357,alpha,celseq2
8.872676,2.4059577,alpha,celseq2
8.449819,0.5681367,alpha,celseq2
9.450949,1.4620426,alpha,celseq2
9.25175,0.9975007,alpha,celseq2
18.922186,-0.48917398,alpha,celseq2
9.722991,1.8179637,alpha,celseq2
9.615289,2.6235852,alpha,celseq2
9.855933,3.4841692,alpha,celseq2
9.38955,2.646985,alpha,celseq2
9.732445,2.6775568,alpha,celseq2
8.708913,2.1555035,alpha,celseq2
9.123846,1.9879048,alpha,celseq2
9.123023,3.7684653,alpha,celseq2
9.341889,3.7388206,alpha,celseq2
8.892745,3.4603922,alpha,celseq2
9.320918,1.9958113,alpha,celseq2
9.682267,3.6984878,alpha,celseq2
18.904213,-0.24691814,alpha,celseq2
19.054853,-0.2732549,alpha,celseq2
9.980041,1.908946,alpha,celseq2
9.844046,3.4245024,alpha,celseq2
10.645429,3.9525356,alpha,celseq2
9.634467,2.9200404,alpha,celseq2
9.1547,1.8105808,alpha,celseq2
9.357851,1.8489931,alpha,celseq2
8.904071,2.39485,alpha,celseq2
10.843859,3.9635553,alpha,celseq2
9.560087,3.6273143,alpha,celseq2
10.006547,3.0385597,alpha,celseq2
9.095745,3.7230232,alpha,celseq2
8.766009,1.490504,alpha,celseq2
8.540328,0.3079543,alpha,celseq2
8.386682,-0.33990687,alpha,celseq2
8.91283,1.1832325,alpha,celseq2
8.509955,1.6015782,alpha,celseq2
9.879532,2.5594084,alpha,celseq2
8.699374,-1.077542,alpha,celseq2
8.955053,0.3344082,alpha,celseq2
9.092482,0.90407944,alpha,celseq2
8.441078,-0.131807,alpha,celseq2
8.958714,0.71092844,alpha,celseq2
8.764746,2.301747,alpha,celseq2
8.507798,0.9236877,alpha,celseq2
8.865761,2.663374,alpha,celseq2
8.442139,-0.63939214,alpha,celseq2
8.846892,0.5180463,alpha,celseq2
9.268638,2.492692,alpha,celseq2
9.344919,1.3360362,alpha,celseq2
8.791258,-0.035164732,alpha,celseq2
5.8301334,0.25640592,alpha,celseq2
8.748752,1.8148221,alpha,celseq2
8.947181,1.1171088,alpha,celseq2
8.895708,3.3027058,alpha,celseq2
8.975612,1.2863398,alpha,celseq2
9.037752,2.8256304,alpha,celseq2
8.943278,3.539038,alpha,celseq2
8.84378,2.6312044,alpha,celseq2
9.1726055,1.184236,alpha,celseq2
9.183448,1.0431587,alpha,celseq2
8.482885,0.7800152,alpha,celseq2
9.921875,2.7202854,alpha,celseq2
9.088099,1.8085313,alpha,celseq2
9.746359,1.685245,alpha,celseq2
9.603769,1.9103265,alpha,celseq2
9.746839,3.510479,alpha,celseq2
10.196805,2.6017663,alpha,celseq2
9.415574,3.7256773,alpha,celseq2
9.3987665,0.4554888,alpha,celseq2
8.47204,0.6738121,alpha,celseq2
8.955304,2.0523584,alpha,celseq2
8.324222,2.7962098,alpha,celseq2
9.298915,0.8297567,alpha,celseq2
8.825895,1.5561328,alpha,celseq2
-6.7314754,8.740405,alpha,celseq2
8.599185,1.3971262,alpha,celseq2
8.662894,1.1332042,alpha,celseq2
8.535064,2.6749344,alpha,celseq2
8.943118,3.3543708,alpha,celseq2
8.981708,1.5634141,alpha,celseq2
9.592272,2.9420617,alpha,celseq2
9.635033,3.1688406,alpha,celseq2
9.3025,3.4717362,alpha,celseq2
8.576269,1.1225983,alpha,celseq2
9.580047,3.230603,alpha,celseq2
9.480984,2.0803027,alpha,celseq2
9.137045,2.2941487,alpha,celseq2
9.567612,3.452188,alpha,celseq2
9.794429,3.359727,alpha,celseq2
9.542112,1.5485041,alpha,celseq2
8.931182,2.3902931,alpha,celseq2
9.706456,3.8428767,alpha,celseq2
9.81573,2.8231397,alpha,celseq2
9.883998,0.97893137,alpha,celseq2
9.620643,3.8453197,alpha,celseq2
9.321602,3.3559375,alpha,celseq2
9.518946,3.2798257,alpha,celseq2
9.231606,1.7038354,alpha,celseq2
9.983733,3.2687435,alpha,celseq2
10.268232,3.3389301,alpha,celseq2
10.366276,3.1609676,alpha,celseq2
9.881186,2.9702015,alpha,celseq2
9.449583,3.5332186,alpha,celseq2
10.14199,2.9728458,alpha,celseq2
10.881832,3.7984645,alpha,celseq2
10.303597,1.803878,alpha,celseq2
10.410962,3.3340545,alpha,celseq2
14.133698,0.46961585,alpha,celseq2
6.1338577,0.46182707,alpha,celseq2
8.433881,1.0813458,alpha,celseq2
8.565396,0.16498543,alpha,celseq2
10.313501,2.9875126,alpha,celseq2
8.606127,2.6490896,alpha,celseq2
10.139149,3.1077898,alpha,celseq2
8.799608,-0.8054978,alpha,celseq2
10.030263,1.6285385,alpha,celseq2
8.669033,-1.1627121,alpha,celseq2
9.90035,2.8334122,alpha,celseq2
10.395835,3.875455,alpha,celseq2
10.336014,3.6163373,alpha,celseq2
8.482926,1.1910695,alpha,celseq2
10.194776,2.6419134,alpha,celseq2
9.570991,3.0558038,alpha,celseq2
10.872,3.7774193,alpha,celseq2
10.716065,3.6265335,alpha,celseq2
11.136529,3.7280326,alpha,celseq2
9.091015,-0.7620803,alpha,celseq2
10.290828,1.9051275,alpha,celseq2
10.307656,3.01465,alpha,celseq2
10.017788,3.3426633,alpha,celseq2
9.938324,3.6586056,alpha,celseq2
10.229779,2.2140071,alpha,celseq2
10.476673,3.7175248,alpha,celseq2
10.565652,3.4212606,alpha,celseq2
9.932063,3.5479128,alpha,celseq2
10.610219,3.5069993,alpha,celseq2
10.369652,2.5486636,alpha,celseq2
10.4583,3.339092,alpha,celseq2
10.288138,2.337024,alpha,celseq2
10.440775,3.273368,alpha,celseq2
10.451568,3.1458561,alpha,celseq2
9.776858,2.9717355,alpha,celseq2
10.059136,2.8308277,alpha,celseq2
9.951781,3.082466,alpha,celseq2
8.974111,2.6790001,alpha,celseq2
10.264132,3.0351055,alpha,celseq2
9.79911,3.2112405,alpha,celseq2
9.915775,2.1008525,alpha,celseq2
9.802817,2.855075,alpha,celseq2
9.981148,1.9211211,alpha,celseq2
10.084953,2.2959876,alpha,celseq2
8.903397,1.3561502,alpha,celseq2
9.422883,1.6717824,alpha,celseq2
9.153471,1.1431746,alpha,celseq2
8.570996,2.1396072,alpha,celseq2
10.094084,3.8240654,alpha,celseq2
9.621778,3.7653897,alpha,celseq2
10.104576,2.5407174,alpha,celseq2
8.5819,-0.9199099,alpha,celseq2
9.974126,3.653383,alpha,celseq2
7.562352,1.708599,alpha,celseq2
10.679169,3.633367,alpha,celseq2
8.950641,3.0028186,alpha,celseq2
10.879685,3.925757,alpha,celseq2
9.957284,2.6121597,alpha,celseq2
10.392084,3.3805485,alpha,celseq2
10.240876,2.2943568,alpha,celseq2
9.367463,2.1897445,alpha,celseq2
10.06921,2.8925576,alpha,celseq2
10.177216,2.5293496,alpha,celseq2
8.511463,-0.077814415,alpha,celseq2
10.660372,3.614243,alpha,celseq2
10.412912,2.490201,alpha,celseq2
10.100178,3.407902,alpha,celseq2
10.146747,3.6684198,alpha,celseq2
9.779146,2.3830307,alpha,celseq2
9.413485,1.3176404,alpha,celseq2
8.50124,1.9535286,alpha,celseq2
8.848036,2.3738418,alpha,celseq2
8.661892,0.9874289,alpha,celseq2
8.446967,1.1850778,alpha,celseq2
8.858643,-0.7008671,alpha,celseq2
-6.642694,8.870738,alpha,celseq2
9.039063,-0.7712515,alpha,celseq2
8.330768,1.2006613,alpha,celseq2
8.999237,-1.6677438,alpha,celseq2
9.099609,3.5953474,alpha,celseq2
8.600855,-0.0506141,alpha,celseq2
8.765042,-0.83737785,alpha,celseq2
9.254719,2.297106,alpha,celseq2
6.883378,1.3605072,alpha,celseq2
9.204015,-0.11164211,alpha,celseq2
8.983961,3.3859718,alpha,celseq2
5.662582,0.18348876,alpha,celseq2
8.839736,2.991794,alpha,celseq2
10.228102,2.4932008,alpha,celseq2
9.374444,2.3957853,alpha,celseq2
9.6697645,2.4462595,alpha,celseq2
8.556468,1.8194807,alpha,celseq2
9.353534,2.8067982,alpha,celseq2
8.294481,2.9698117,alpha,celseq2
10.566938,3.216986,alpha,celseq2
9.577894,1.5694722,alpha,celseq2
8.458431,3.059161,alpha,celseq2
8.620349,0.60249126,alpha,celseq2
8.417372,3.2103362,alpha,celseq2
8.867955,0.07896664,alpha,celseq2
8.470701,0.20571998,alpha,celseq2
8.94596,-0.3825675,alpha,celseq2
8.877213,0.3486493,alpha,celseq2
8.667005,0.56213474,alpha,celseq2
9.07618,1.3297603,alpha,celseq2
8.699363,1.0108882,alpha,celseq2
9.650755,1.7557669,alpha,celseq2
8.969413,1.0589304,alpha,celseq2
8.939233,3.4830718,alpha,celseq2
8.964311,1.9534099,alpha,celseq2
9.170881,3.5071466,alpha,celseq2
9.395783,0.56446564,alpha,celseq2
9.50764,2.676476,alpha,celseq2
9.733931,2.6048875,alpha,celseq2
9.560396,1.83014,alpha,celseq2
9.4168415,0.677254,alpha,celseq2
8.9523535,1.120416,alpha,celseq2
9.106443,3.5833201,alpha,celseq2
9.601742,1.8456384,alpha,celseq2
8.722304,-1.432726,alpha,celseq2
9.260073,1.2558337,alpha,celseq2
8.760267,0.7546554,alpha,celseq2
8.866007,0.7787529,alpha,celseq2
8.758798,0.9623982,alpha,celseq2
9.405584,0.06317854,alpha,celseq2
8.658944,-0.61214167,alpha,celseq2
8.66883,0.22438231,alpha,celseq2
9.032328,1.1864848,alpha,celseq2
9.176972,0.914875,alpha,celseq2
8.34526,1.2461827,alpha,celseq2
9.0567465,-1.4454736,alpha,celseq2
9.038734,-0.026132558,alpha,celseq2
8.874235,-1.284171,alpha,celseq2
9.095286,0.9554388,alpha,celseq2
9.204452,0.6492639,alpha,celseq2
8.773015,3.3650706,alpha,celseq2
9.604159,1.0824289,alpha,celseq2
8.984847,1.6272302,alpha,celseq2
8.980954,1.5119488,alpha,celseq2
9.31529,0.92006004,alpha,celseq2
8.647929,2.4213605,alpha,celseq2
8.866326,-1.301319,alpha,celseq2
9.353348,-0.04786147,alpha,celseq2
9.585573,2.355939,alpha,celseq2
8.788077,3.406046,alpha,celseq2
8.928856,-1.247776,alpha,celseq2
8.756813,3.188335,alpha,celseq2
10.02185,2.733309,alpha,celseq2
8.216209,2.9083257,alpha,celseq2
8.767209,-1.5170853,alpha,celseq2
8.901884,0.77343345,alpha,celseq2
9.646182,1.3972322,alpha,celseq2
9.389657,1.2834032,alpha,celseq2
10.200557,2.4586015,alpha,celseq2
9.128733,1.1543672,alpha,celseq2
10.035775,1.6833326,alpha,celseq2
9.748771,2.1419933,alpha,celseq2
9.866287,1.213753,alpha,celseq2
9.410692,3.2551014,alpha,celseq2
9.59431,1.2720379,alpha,celseq2
9.38542,1.1036881,alpha,celseq2
9.886617,1.9300913,alpha,celseq2
10.098223,2.006038,alpha,celseq2
10.692241,1.8752178,alpha,celseq2
9.747471,1.6485151,alpha,celseq2
10.043935,1.9408134,alpha,celseq2
7.719066,2.6151986,alpha,celseq2
10.064779,3.7214158,alpha,celseq2
9.939013,2.242548,alpha,celseq2
10.092469,3.3619175,alpha,celseq2
8.5695,1.534991,alpha,celseq2
9.207499,-1.6710185,alpha,celseq2
10.355283,3.244489,alpha,celseq2
10.945416,3.2715962,alpha,celseq2
8.5451,0.99595314,alpha,celseq2
8.817086,-1.5265746,alpha,celseq2
8.635929,-1.0375258,alpha,celseq2
8.855265,0.33162373,alpha,celseq2
8.806974,-1.3172938,alpha,celseq2
8.78095,-0.24216488,alpha,celseq2
8.39709,1.4866024,alpha,celseq2
9.371771,-0.20155905,alpha,celseq2
6.252623,3.226699,alpha,celseq2
8.891359,-0.9208532,alpha,celseq2
8.70996,-0.7484436,alpha,celseq2
8.860031,-1.1249715,alpha,celseq2
8.484152,0.62202996,alpha,celseq2
9.127948,-0.15291269,alpha,celseq2
8.386447,3.1863194,alpha,celseq2
9.170144,2.388159,alpha,celseq2
8.816098,0.14218363,alpha,celseq2
8.768755,1.8786783,alpha,celseq2
9.030963,0.38338688,alpha,celseq2
8.983874,-1.4544849,alpha,celseq2
8.518431,1.5640092,alpha,celseq2
8.692171,0.64160746,alpha,celseq2
8.896416,3.0975864,alpha,celseq2
8.816521,0.89918333,alpha,celseq2
10.210032,1.5652767,alpha,celseq2
8.483969,3.0984464,alpha,celseq2
9.357633,0.6505912,alpha,celseq2
9.382158,1.497197,alpha,celseq2
9.649301,1.23572,alpha,celseq2
8.604241,3.3601892,alpha,celseq2
8.884743,-0.77142966,alpha,celseq2
8.725239,1.5339303,alpha,celseq2
8.855665,-1.3343416,alpha,celseq2
9.015988,-1.0828251,alpha,celseq2
8.710954,0.735102,alpha,celseq2
8.5301285,2.0866442,alpha,celseq2
8.537424,-0.34974062,alpha,celseq2
9.021969,-0.39635316,alpha,celseq2
8.635084,0.61708087,alpha,celseq2
8.507677,1.6282035,alpha,celseq2
8.496929,3.003318,alpha,celseq2
9.243571,0.52713794,alpha,celseq2
8.942576,1.156754,alpha,celseq2
8.895772,1.6467129,alpha,celseq2
8.606345,-1.5740125,alpha,celseq2
9.097993,0.18981199,alpha,celseq2
8.99729,-1.6063663,alpha,celseq2
8.616633,1.1734335,alpha,celseq2
8.801489,0.22967233,alpha,celseq2
8.832022,-0.5416377,alpha,celseq2
9.31735,1.3572724,alpha,celseq2
8.784931,-0.7427409,alpha,celseq2
6.8554068,2.423249,alpha,celseq2
8.991093,1.1130316,alpha,celseq2
9.650393,1.5116128,alpha,celseq2
8.698516,0.8661637,alpha,celseq2
8.415786,2.1624506,alpha,celseq2
8.644626,-0.17242129,alpha,celseq2
14.97123,-1.0765803,alpha,celseq2
9.092828,-0.2459358,alpha,celseq2
9.033322,-0.87557197,alpha,celseq2
8.989868,0.9888212,alpha,celseq2
9.098148,1.0127306,alpha,celseq2
8.7279005,-0.26836932,alpha,celseq2
8.781912,-0.91471785,alpha,celseq2
8.944265,0.66669434,alpha,celseq2
9.2788925,0.17688288,alpha,celseq2
9.079397,0.46791148,alpha,celseq2
9.113874,1.1418868,alpha,celseq2
8.941638,0.4009705,alpha,celseq2
9.008324,1.1145216,alpha,celseq2
9.0620985,0.23511511,alpha,celseq2
9.0285845,0.055372134,alpha,celseq2
9.5705,1.9907187,alpha,celseq2
9.028195,1.831632,alpha,celseq2
9.0695305,3.592972,alpha,celseq2
8.563072,2.8414643,alpha,celseq2
8.983041,-0.6067852,alpha,celseq2
8.540694,2.9474943,alpha,celseq2
9.1572695,1.0905832,alpha,celseq2
8.913624,-1.4173445,alpha,celseq2
8.694785,1.5524389,alpha,celseq2
8.991813,-1.2410257,alpha,celseq2
8.800003,2.9373147,alpha,celseq2
8.994607,1.778897,alpha,celseq2
8.5789385,2.5857673,alpha,celseq2
8.638903,2.9596746,alpha,celseq2
8.926821,-0.555473,alpha,celseq2
9.042936,0.72291887,alpha,celseq2
8.920974,0.7791626,alpha,celseq2
8.350517,2.943588,alpha,celseq2
8.933406,0.41238454,alpha,celseq2
9.190034,0.7423013,alpha,celseq2
8.890118,-0.68827456,alpha,celseq2
9.234505,2.1175582,alpha,celseq2
9.242654,2.1642323,alpha,celseq2
9.026344,0.90965986,alpha,celseq2
10.254774,2.5180428,alpha,celseq2
8.679365,3.080401,alpha,celseq2
9.4000435,3.4715726,alpha,celseq2
8.774281,-0.20030247,alpha,celseq2
9.213923,3.7620115,alpha,celseq2
9.6276045,0.05616767,alpha,celseq2
12.100779,7.6024055,delta,celseq2
12.202893,7.35423,delta,celseq2
12.434479,7.5277977,delta,celseq2
12.242695,7.41057,delta,celseq2
12.333756,7.796632,delta,celseq2
11.230242,8.355931,delta,celseq2
12.4318285,6.9183674,delta,celseq2
12.4770775,7.5597215,delta,celseq2
19.447517,-1.1761317,delta,celseq2
11.01361,7.8164196,delta,celseq2
12.389113,7.1175833,delta,celseq2
12.5745,6.768144,delta,celseq2
11.914306,7.7610703,delta,celseq2
12.449604,7.1183505,delta,celseq2
11.247954,8.28664,delta,celseq2
11.11158,7.1562467,delta,celseq2
10.419219,8.038064,delta,celseq2
11.575516,7.855159,delta,celseq2
11.13612,8.546487,delta,celseq2
12.218086,6.918216,delta,celseq2
11.13234,8.311785,delta,celseq2
12.423068,7.138802,delta,celseq2
11.3658,8.328087,delta,celseq2
11.647245,8.179224,delta,celseq2
10.893653,7.93488,delta,celseq2
11.717909,6.9889812,delta,celseq2
11.053825,8.462027,delta,celseq2
11.098339,7.5048003,delta,celseq2
11.835177,6.631578,delta,celseq2
11.2491255,7.866252,delta,celseq2
11.614344,8.114094,delta,celseq2
11.290464,8.257029,delta,celseq2
10.828488,8.119901,delta,celseq2
10.319981,7.7049336,delta,celseq2
11.245686,7.55175,delta,celseq2
10.357304,7.965044,delta,celseq2
11.532097,8.118674,delta,celseq2
11.9761505,6.767609,delta,celseq2
10.9187355,8.157501,delta,celseq2
11.503668,7.9522595,delta,celseq2
11.983765,6.9759736,delta,celseq2
10.671207,8.166411,delta,celseq2
10.948549,7.9854155,delta,celseq2
10.903543,7.9107795,delta,celseq2
11.76672,8.0090685,delta,celseq2
11.774892,7.0415397,delta,celseq2
10.975493,8.139133,delta,celseq2
10.44346,8.169823,delta,celseq2
10.649662,8.10494,delta,celseq2
10.80858,7.9093285,delta,celseq2
12.090127,6.87121,delta,celseq2
11.956997,6.9915347,delta,celseq2
11.6016035,8.29743,delta,celseq2
11.055213,8.498052,delta,celseq2
10.451908,8.674304,delta,celseq2
11.160309,7.7480135,delta,celseq2
11.207582,7.855785,delta,celseq2
10.367546,8.469193,delta,celseq2
10.373384,8.432121,delta,celseq2
11.812834,6.814792,delta,celseq2
11.217762,8.331434,delta,celseq2
10.6194,8.62745,delta,celseq2
11.247628,8.073777,delta,celseq2
12.048879,6.5507164,delta,celseq2
10.546793,8.146181,delta,celseq2
10.722261,8.396784,delta,celseq2
11.173874,8.445081,delta,celseq2
11.298538,8.09873,delta,celseq2
10.367758,7.8585033,delta,celseq2
11.851133,8.113334,delta,celseq2
10.612927,8.535379,delta,celseq2
11.09722,8.414648,delta,celseq2
12.389332,7.4437656,delta,celseq2
11.114021,8.271471,delta,celseq2
11.229529,7.4174166,delta,celseq2
10.471099,8.074208,delta,celseq2
10.147208,7.90696,delta,celseq2
11.209242,8.23292,delta,celseq2
11.925124,6.756597,delta,celseq2
10.112421,8.032979,delta,celseq2
10.33788,8.245737,delta,celseq2
10.532608,8.205942,delta,celseq2
10.720918,8.226069,delta,celseq2
11.418291,8.21531,delta,celseq2
10.602893,8.125754,delta,celseq2
10.958189,8.03084,delta,celseq2
10.149272,7.500204,delta,celseq2
10.7295,7.2704687,delta,celseq2
9.259294,2.3935351,delta,celseq2
18.817034,-0.36783192,delta,celseq2
10.490605,7.2324376,delta,celseq2
12.193307,6.119248,delta,celseq2
11.831998,7.481778,delta,celseq2
12.292037,7.495824,delta,celseq2
11.725675,7.3860035,delta,celseq2
12.455696,6.2955184,delta,celseq2
12.559472,7.0345173,delta,celseq2
12.371043,6.561923,delta,celseq2
19.272898,-0.6439732,delta,celseq2
12.901459,6.5919294,delta,celseq2
18.937881,-0.21615815,delta,celseq2
12.51834,6.4099264,delta,celseq2
12.338947,6.780821,delta,celseq2
19.10106,-0.8614646,delta,celseq2
11.065366,7.7607946,delta,celseq2
11.722396,7.5506387,delta,celseq2
12.286718,6.3953543,delta,celseq2
11.888849,6.7615247,delta,celseq2
19.341455,-0.78000087,delta,celseq2
19.006208,-0.9080224,delta,celseq2
12.61953,6.890922,delta,celseq2
11.075272,6.8102164,delta,celseq2
12.211573,7.6158953,delta,celseq2
12.509594,7.335565,delta,celseq2
12.1204,7.644218,delta,celseq2
11.4698305,7.541054,delta,celseq2
11.872571,7.450864,delta,celseq2
11.57225,7.283455,delta,celseq2
12.029122,7.3570023,delta,celseq2
11.68319,7.4738717,delta,celseq2
10.83838,7.331722,delta,celseq2
12.626891,6.702615,delta,celseq2
11.622307,6.2737556,delta,celseq2
12.19725,6.251037,delta,celseq2
11.256212,7.5084796,delta,celseq2
11.691966,6.270419,delta,celseq2
12.313187,6.239916,delta,celseq2
11.769111,6.4814687,delta,celseq2
11.104388,7.1928716,delta,celseq2
10.934444,7.4543242,delta,celseq2
11.9897175,6.38053,delta,celseq2
11.691497,7.5202656,delta,celseq2
11.720444,7.495245,delta,celseq2
11.321165,7.4139237,delta,celseq2
12.024554,6.4286294,delta,celseq2
11.843675,6.3837633,delta,celseq2
12.14059,6.2718225,delta,celseq2
12.495897,7.143035,delta,celseq2
11.244584,7.51713,delta,celseq2
17.127838,-1.973209,delta,celseq2
11.937673,6.310271,delta,celseq2
12.01328,7.690053,delta,celseq2
12.181762,6.470209,delta,celseq2
11.448264,7.6946464,delta,celseq2
11.895725,7.19406,delta,celseq2
11.595841,7.5156417,delta,celseq2
12.35979,6.420801,delta,celseq2
12.2662735,7.3906713,delta,celseq2
12.245875,7.668593,delta,celseq2
10.6733,7.025012,delta,celseq2
11.621352,7.3685226,delta,celseq2
12.439228,7.4311733,delta,celseq2
10.797552,7.585053,delta,celseq2
12.576905,6.9350853,delta,celseq2
12.387236,6.1320276,delta,celseq2
12.6557665,6.518362,delta,celseq2
12.334452,6.7079525,delta,celseq2
10.769144,7.5391717,delta,celseq2
10.675881,7.2179217,delta,celseq2
10.907343,7.4473705,delta,celseq2
17.39329,-2.1787932,delta,celseq2
10.700975,7.4207497,delta,celseq2
10.48971,7.3728986,delta,celseq2
11.385077,6.709715,delta,celseq2
11.473529,6.7462034,delta,celseq2
11.446207,6.8560376,delta,celseq2
12.409864,6.4189587,delta,celseq2
10.627594,7.521051,delta,celseq2
4.684467,5.466933,delta,celseq2
11.417588,6.4047155,delta,celseq2
11.825678,6.2901306,delta,celseq2
10.574615,7.2299747,delta,celseq2
11.560716,6.9004207,delta,celseq2
11.474191,6.5436435,delta,celseq2
